Year,Name,Code,State,Population
1986,IOWA,IA,19,2791970
1986,KANSAS,KS,20,2432619
1986,KENTUCKY,KY,21,3687809
1986,LOUISIANA,LA,22,4406919
1986,MAINE,ME,23,1170126
1986,MARYLAND,MD,24,4486957
1986,MASSACHUSETTS,MA,25,5902678
1986,MICHIGAN,MI,26,9127775
1986,MINNESOTA,MN,27,4205212
1986,MISSISSIPPI,MS,28,2593597
1986,MISSOURI,MO,29,5023068
1986,MONTANA,MT,30,813739
1986,NEBRASKA,NE,31,1574333
1986,NEVADA,NV,32,980613
1986,NEW HAMPSHIRE,NH,33,1025053
1986,NEW JERSEY,NJ,34,7622159
1986,NEW MEXICO,NM,35,1462729
1986,NEW YORK,NY,36,17833419
1986,NORTH CAROLINA,NC,37,6321578
1986,NORTH DAKOTA,ND,38,669512
1986,OHIO,OH,39,10730268
1986,OKLAHOMA,OK,40,3252735
1986,OREGON,OR,41,2683528
1986,PENNSYLVANIA,PA,42,11782752
1986,RHODE ISLAND,RI,44,977341
1986,SOUTH CAROLINA,SC,45,3342758
1986,SOUTH DAKOTA,SD,46,696034
1986,TENNESSEE,TN,47,4738708
1986,TEXAS,TX,48,16561113
1986,UTAH,UT,49,1662834
1986,VERMONT,VT,50,534066
1986,VIRGINIA,VA,51,5811700
1986,WASHINGTON,WA,53,4452720
1986,WEST VIRGINIA,WV,54,1882350
1986,WISCONSIN,WI,55,4755618
1986,WYOMING,WY,56,495633
1985,ALABAMA,AL,1,3951820
1985,ALASKA,AK,2,513702
1985,ARIZONA,AZ,4,3067135
1985,ARKANSAS,AR,5,2319768
1985,CALIFORNIA,CA,6,25844393
1985,COLORADO,CO,8,3169992
1985,CONNECTICUT,CT,9,3180014
1985,DELAWARE,DE,10,611565
1985,FLORIDA,FL,12,11039925
1985,GEORGIA,GA,13,5834954
1985,HAWAII,HI,15,1027922
1985,IDAHO,ID,16,990839
1985,ILLINOIS,IL,17,11412132
1985,INDIANA,IN,18,5458322
1985,IOWA,IA,19,2858618
1985,KANSAS,KS,20,2424086
1985,KENTUCKY,KY,21,3695453
1985,LOUISIANA,LA,22,4400477
1985,MAINE,ME,23,1155635
1985,MARYLAND,MD,24,4365243
1985,MASSACHUSETTS,MA,25,5840773
1985,MICHIGAN,MI,26,9049452
1985,MINNESOTA,MN,27,4157706
1985,MISSISSIPPI,MS,28,2578051
1985,MISSOURI,MO,29,4975278
1985,MONTANA,MT,30,820905
1985,NEBRASKA,NE,31,1588639
1985,NEVADA,NV,32,924922
1985,NEW HAMPSHIRE,NH,33,976864
1985,NEW JERSEY,NJ,34,7515473
1985,NEW MEXICO,NM,35,1416717
1985,NEW YORK,NY,36,17745684
1985,NORTH CAROLINA,NC,37,6164006
1985,NORTH DAKOTA,ND,38,680497
1985,OHIO,OH,39,10737746
1985,OKLAHOMA,OK,40,3285533
1985,OREGON,OR,41,2666588
1985,PENNSYLVANIA,PA,42,11815172
1985,RHODE ISLAND,RI,44,961894
1985,SOUTH CAROLINA,SC,45,3271868
1985,SOUTH DAKOTA,SD,46,697249
1985,TENNESSEE,TN,47,4686737
1985,TEXAS,TX,48,16007086
1985,UTAH,UT,49,1622342
1985,VERMONT,VT,50,526660
1985,VIRGINIA,VA,51,5643870
1985,WASHINGTON,WA,53,4343656
1985,WEST VIRGINIA,WV,54,1927697
1985,WISCONSIN,WI,55,4735563
1985,WYOMING,WY,56,504896
1984,ALABAMA,AL,1,3925266
1984,ALASKA,AK,2,449606
1984,ARIZONA,AZ,4,2889861
1984,ARKANSAS,AR,5,2294257
1984,CALIFORNIA,CA,6,24820009
1984,COLORADO,CO,8,3061564
1984,CONNECTICUT,CT,9,3139013
1984,DELAWARE,DE,10,599148
1984,FLORIDA,FL,12,10471407
1984,GEORGIA,GA,13,5649792
1984,HAWAII,HI,15,993780
1984,IDAHO,ID,16,973721
1984,ILLINOIS,IL,17,11423412
1984,INDIANA,IN,18,5467922
1984,IOWA,IA,19,2888189
1984,KANSAS,KS,20,2401202
1984,KENTUCKY,KY,21,3683445
1984,LOUISIANA,LA,22,4352608
1984,MAINE,ME,23,1136684
1984,MARYLAND,MD,24,4282923
1984,MASSACHUSETTS,MA,25,5771222
1984,MICHIGAN,MI,26,9115198
1984,MINNESOTA,MN,27,4131450
1984,MISSISSIPPI,MS,28,2556777
1984,MISSOURI,MO,29,4929451
1984,MONTANA,MT,30,803986
1984,NEBRASKA,NE,31,1581780
1984,NEVADA,NV,32,881537
1984,NEW HAMPSHIRE,NH,33,947719
1984,NEW JERSEY,NJ,34,7430968
1984,NEW MEXICO,NM,35,1363823
1984,NEW YORK,NY,36,17589738
1984,NORTH CAROLINA,NC,37,6019101
1984,NORTH DAKOTA,ND,38,668972
1984,OHIO,OH,39,10757087
1984,OKLAHOMA,OK,40,3206123
1984,OREGON,OR,41,2664922
1984,PENNSYLVANIA,PA,42,11845146
1984,RHODE ISLAND,RI,44,954170
1984,SOUTH CAROLINA,SC,45,3207614
1984,SOUTH DAKOTA,SD,46,690597
1984,TENNESSEE,TN,47,4646041
1984,TEXAS,TX,48,15331415
1984,UTAH,UT,49,1558314
1984,VERMONT,VT,50,519109
1984,VIRGINIA,VA,51,5492783
1984,WASHINGTON,WA,53,4276552
1984,WEST VIRGINIA,WV,54,1949604
1984,WISCONSIN,WI,55,4728870
1984,WYOMING,WY,56,506400
1983,ALABAMA,AL,1,3925266
1983,ALASKA,AK,2,449606
1983,ARIZONA,AZ,4,2889861
1983,ARKANSAS,AR,5,2294257
1983,CALIFORNIA,CA,6,24820009
1983,COLORADO,CO,8,3061564
1983,CONNECTICUT,CT,9,3139013
1983,DELAWARE,DE,10,599148
1983,FLORIDA,FL,12,10471407
1983,GEORGIA,GA,13,5649792
1983,HAWAII,HI,15,993780
1983,IDAHO,ID,16,973721
1983,ILLINOIS,IL,17,11423412
1983,INDIANA,IN,18,5467922
1983,IOWA,IA,19,2888189
1983,KANSAS,KS,20,2401202
1983,KENTUCKY,KY,21,3683445
1983,LOUISIANA,LA,22,4352608
1983,MAINE,ME,23,1136684
1983,MARYLAND,MD,24,4282923
1983,MASSACHUSETTS,MA,25,5771222
1983,MICHIGAN,MI,26,9115198
1983,MINNESOTA,MN,27,4131450
1983,MISSISSIPPI,MS,28,2556777
1983,MISSOURI,MO,29,4929451
1983,MONTANA,MT,30,803986
1983,NEBRASKA,NE,31,1581780
1983,NEVADA,NV,32,881537
1983,NEW HAMPSHIRE,NH,33,947719
1983,NEW JERSEY,NJ,34,7430968
1983,NEW MEXICO,NM,35,1363823
1983,NEW YORK,NY,36,17589738
1983,NORTH CAROLINA,NC,37,6019101
1983,NORTH DAKOTA,ND,38,668972
1983,OHIO,OH,39,10757087
1983,OKLAHOMA,OK,40,3206123
1983,OREGON,OR,41,2664922
1983,PENNSYLVANIA,PA,42,11845146
1983,RHODE ISLAND,RI,44,954170
1983,SOUTH CAROLINA,SC,45,3207614
1983,SOUTH DAKOTA,SD,46,690597
1983,TENNESSEE,TN,47,4646041
1983,TEXAS,TX,48,15331415
1983,UTAH,UT,49,1558314
1983,VERMONT,VT,50,519109
1983,VIRGINIA,VA,51,5492783
1983,WASHINGTON,WA,53,4276552
1983,WEST VIRGINIA,WV,54,1949604
1983,WISCONSIN,WI,55,4728870
1983,WYOMING,WY,56,506400
1982,ALABAMA,AL,1,3893888
1982,ALASKA,AK,2,401851
1982,ARIZONA,AZ,4,2718215
1982,ARKANSAS,AR,5,2286435
1982,CALIFORNIA,CA,6,23667902
1982,COLORADO,CO,8,2889964
1982,CONNECTICUT,CT,9,3107576
1982,DELAWARE,DE,10,594338
1982,FLORIDA,FL,12,9746324
1982,GEORGIA,GA,13,5463105
1982,HAWAII,HI,15,964691
1982,IDAHO,ID,16,943935
1982,ILLINOIS,IL,17,11426518
1982,INDIANA,IN,18,5490224
1982,IOWA,IA,19,2913808
1982,KANSAS,KS,20,2363679
1982,KENTUCKY,KY,21,3660777
1982,LOUISIANA,LA,22,4205900
1982,MAINE,ME,23,1124660
1982,MARYLAND,MD,24,4216975
1982,MASSACHUSETTS,MA,25,5737037
1982,MICHIGAN,MI,26,9262078
1982,MINNESOTA,MN,27,4075970
1982,MISSISSIPPI,MS,28,2520638
1982,MISSOURI,MO,29,4916686
1982,MONTANA,MT,30,786690
1982,NEBRASKA,NE,31,1569825
1982,NEVADA,NV,32,800493
1982,NEW HAMPSHIRE,NH,33,920610
1982,NEW JERSEY,NJ,34,7364823
1982,NEW MEXICO,NM,35,1302894
1982,NEW YORK,NY,36,17558072
1982,NORTH CAROLINA,NC,37,5881766
1982,NORTH DAKOTA,ND,38,652717
1982,OHIO,OH,39,10797630
1982,OKLAHOMA,OK,40,3025290
1982,OREGON,OR,41,2633105
1982,PENNSYLVANIA,PA,42,11863895
1982,RHODE ISLAND,RI,44,947154
1982,SOUTH CAROLINA,SC,45,3121820
1982,SOUTH DAKOTA,SD,46,690768
1982,TENNESSEE,TN,47,4591120
1982,TEXAS,TX,48,14229191
1982,UTAH,UT,49,1461037
1982,VERMONT,VT,50,511456
1982,VIRGINIA,VA,51,5346818
1982,WASHINGTON,WA,53,4132156
1982,WEST VIRGINIA,WV,54,1949644
1982,WISCONSIN,WI,55,4705767
1982,WYOMING,WY,56,469557
1981,ALABAMA,AL,1,3893888
1981,ALASKA,AK,2,401851
1981,ARIZONA,AZ,4,2718215
1981,ARKANSAS,AR,5,2286435
1981,CALIFORNIA,CA,6,23667902
1981,COLORADO,CO,8,2889964
1981,CONNECTICUT,CT,9,3107576
1981,DELAWARE,DE,10,594338
1981,FLORIDA,FL,12,9746324
1981,GEORGIA,GA,13,5463105
1981,HAWAII,HI,15,964691
1981,IDAHO,ID,16,943935
1981,ILLINOIS,IL,17,11426518
1981,INDIANA,IN,18,5490224
1981,IOWA,IA,19,2913808
1981,KANSAS,KS,20,2363679
1981,KENTUCKY,KY,21,3660777
1981,LOUISIANA,LA,22,4205900
1981,MAINE,ME,23,1124660
1981,MARYLAND,MD,24,4216975
1981,MASSACHUSETTS,MA,25,5737037
1981,MICHIGAN,MI,26,9262078
1981,MINNESOTA,MN,27,4075970
1981,MISSISSIPPI,MS,28,2520638
1981,MISSOURI,MO,29,4916686
1981,MONTANA,MT,30,786690
1981,NEBRASKA,NE,31,1569825
1981,NEVADA,NV,32,800493
1981,NEW HAMPSHIRE,NH,33,920610
1981,NEW JERSEY,NJ,34,7364823
1981,NEW MEXICO,NM,35,1302894
1981,NEW YORK,NY,36,17558072
1981,NORTH CAROLINA,NC,37,5881766
1981,NORTH DAKOTA,ND,38,652717
1981,OHIO,OH,39,10797630
1981,OKLAHOMA,OK,40,3025290
1981,OREGON,OR,41,2633105
1981,PENNSYLVANIA,PA,42,11863895
1981,RHODE ISLAND,RI,44,947154
1981,SOUTH CAROLINA,SC,45,3121820
1981,SOUTH DAKOTA,SD,46,690768
1981,TENNESSEE,TN,47,4591120
1981,TEXAS,TX,48,14229191
1981,UTAH,UT,49,1461037
1981,VERMONT,VT,50,511456
1981,VIRGINIA,VA,51,5346818
1981,WASHINGTON,WA,53,4132156
1981,WEST VIRGINIA,WV,54,1949644
1981,WISCONSIN,WI,55,4705767
1981,WYOMING,WY,56,469557
1980,ALABAMA,AL,1,3893888
1980,ALASKA,AK,2,401851
1980,ARIZONA,AZ,4,2718215
1980,ARKANSAS,AR,5,2286435
1980,CALIFORNIA,CA,6,23667902
1980,COLORADO,CO,8,2889964
1980,CONNECTICUT,CT,9,3107576
1980,DELAWARE,DE,10,594338
1980,FLORIDA,FL,12,9746324
1980,GEORGIA,GA,13,5463105
1980,HAWAII,HI,15,964691
1980,IDAHO,ID,16,943935
1980,ILLINOIS,IL,17,11426518
1980,INDIANA,IN,18,5490224
1980,IOWA,IA,19,2913808
1980,KANSAS,KS,20,2363679
1980,KENTUCKY,KY,21,3660777
1980,LOUISIANA,LA,22,4205900
1980,MAINE,ME,23,1124660
1980,MARYLAND,MD,24,4216975
1980,MASSACHUSETTS,MA,25,5737037
1980,MICHIGAN,MI,26,9262078
1980,MINNESOTA,MN,27,4075970
1980,MISSISSIPPI,MS,28,2520638
1980,MISSOURI,MO,29,4916686
1980,MONTANA,MT,30,786690
1980,NEBRASKA,NE,31,1569825
1980,NEVADA,NV,32,800493
1980,NEW HAMPSHIRE,NH,33,920610
1980,NEW JERSEY,NJ,34,7364823
1980,NEW MEXICO,NM,35,1302894
1980,NEW YORK,NY,36,17558072
1980,NORTH CAROLINA,NC,37,5881766
1980,NORTH DAKOTA,ND,38,652717
1980,OHIO,OH,39,10797630
1980,OKLAHOMA,OK,40,3025290
1980,OREGON,OR,41,2633105
1980,PENNSYLVANIA,PA,42,11863895
1980,RHODE ISLAND,RI,44,947154
1980,SOUTH CAROLINA,SC,45,3121820
1980,SOUTH DAKOTA,SD,46,690768
1980,TENNESSEE,TN,47,4591120
1980,TEXAS,TX,48,14229191
1980,UTAH,UT,49,1461037
1980,VERMONT,VT,50,511456
1980,VIRGINIA,VA,51,5346818
1980,WASHINGTON,WA,53,4132156
1980,WEST VIRGINIA,WV,54,1949644
1980,WISCONSIN,WI,55,4705767
1980,WYOMING,WY,56,469557
1979,ALABAMA,AL,1,3780403
1979,ALASKA,AK,2,403436
1979,ARIZONA,AZ,4,2425197
1979,ARKANSAS,AR,5,2209010
1979,CALIFORNIA,CA,6,22352396
1979,COLORADO,CO,8,2696140
1979,CONNECTICUT,CT,9,3085722
1979,DELAWARE,DE,10,591829
1979,FLORIDA,FL,12,8856183
1979,GEORGIA,GA,13,5219697
1979,HAWAII,HI,15,918259
1979,IDAHO,ID,16,883469
1979,ILLINOIS,IL,17,11386316
1979,INDIANA,IN,18,5425638
1979,IOWA,IA,19,2913573
1979,KANSAS,KS,20,2320647
1979,KENTUCKY,KY,21,3573693
1979,LOUISIANA,LA,22,4014459
1979,MAINE,ME,23,1103578
1979,MARYLAND,MD,24,4169595
1979,MASSACHUSETTS,MA,25,5738199
1979,MICHIGAN,MI,26,9171110
1979,MINNESOTA,MN,27,3989364
1979,MISSISSIPPI,MS,28,2459201
1979,MISSOURI,MO,29,4863173
1979,MONTANA,MT,30,769953
1979,NEBRASKA,NE,31,1556842
1979,NEVADA,NV,32,678333
1979,NEW HAMPSHIRE,NH,33,869763
1979,NEW JERSEY,NJ,34,7337169
1979,NEW MEXICO,NM,35,1215720
1979,NEW YORK,NY,36,17812602
1979,NORTH CAROLINA,NC,37,5685607
1979,NORTH DAKOTA,ND,38,649769
1979,OHIO,OH,39,10771394
1979,OKLAHOMA,OK,40,2870014
1979,OREGON,OR,41,2446673
1979,PENNSYLVANIA,PA,42,11893591
1979,RHODE ISLAND,RI,44,950230
1979,SOUTH CAROLINA,SC,45,2991681
1979,SOUTH DAKOTA,SD,46,688480
1979,TENNESSEE,TN,47,4422921
1979,TEXAS,TX,48,13193050
1979,UTAH,UT,49,1319512
1979,VERMONT,VT,50,491931
1979,VIRGINIA,VA,51,5193112
1979,WASHINGTON,WA,53,3776050
1979,WEST VIRGINIA,WV,54,1908088
1979,WISCONSIN,WI,55,4626514
1979,WYOMING,WY,56,413354
1978,ALABAMA,AL,1,3780403
1978,ALASKA,AK,2,403436
1978,ARIZONA,AZ,4,2425197
1978,ARKANSAS,AR,5,2209010
1978,CALIFORNIA,CA,6,22352396
1978,COLORADO,CO,8,2696140
1978,CONNECTICUT,CT,9,3085722
1978,DELAWARE,DE,10,591829
1978,FLORIDA,FL,12,8856183
1978,GEORGIA,GA,13,5219697
1978,HAWAII,HI,15,918259
1978,IDAHO,ID,16,883469
1978,ILLINOIS,IL,17,11386316
1978,INDIANA,IN,18,5425638
1978,IOWA,IA,19,2913573
1978,KANSAS,KS,20,2320647
1978,KENTUCKY,KY,21,3573693
1978,LOUISIANA,LA,22,4014459
1978,MAINE,ME,23,1103578
1978,MARYLAND,MD,24,4169595
1978,MASSACHUSETTS,MA,25,5738199
1978,MICHIGAN,MI,26,9171110
1978,MINNESOTA,MN,27,3989364
1978,MISSISSIPPI,MS,28,2459201
1978,MISSOURI,MO,29,4863173
1978,MONTANA,MT,30,769953
1978,NEBRASKA,NE,31,1556842
1978,NEVADA,NV,32,678333
1978,NEW HAMPSHIRE,NH,33,869763
1978,NEW JERSEY,NJ,34,7337169
1978,NEW MEXICO,NM,35,1215720
1978,NEW YORK,NY,36,17812602
1978,NORTH CAROLINA,NC,37,5685607
1978,NORTH DAKOTA,ND,38,649769
1978,OHIO,OH,39,10771394
1978,OKLAHOMA,OK,40,2870014
1978,OREGON,OR,41,2446673
1978,PENNSYLVANIA,PA,42,11893591
1978,RHODE ISLAND,RI,44,950230
1978,SOUTH CAROLINA,SC,45,2991681
1978,SOUTH DAKOTA,SD,46,688480
1978,TENNESSEE,TN,47,4422921
1978,TEXAS,TX,48,13193050
1978,UTAH,UT,49,1319512
1978,VERMONT,VT,50,491931
1978,VIRGINIA,VA,51,5193112
1978,WASHINGTON,WA,53,3776050
1978,WEST VIRGINIA,WV,54,1908088
1978,WISCONSIN,WI,55,4626514
1978,WYOMING,WY,56,413354
1977,ALABAMA,AL,1,3678814
1977,ALASKA,AK,2,376170
1977,ARIZONA,AZ,4,2284847
1977,ARKANSAS,AR,5,2159526
1977,CALIFORNIA,CA,6,21537849
1977,COLORADO,CO,8,2586192
1977,CONNECTICUT,CT,9,3082500
1977,DELAWARE,DE,10,586589
1977,FLORIDA,FL,12,8518422
1977,GEORGIA,GA,13,5064075
1977,HAWAII,HI,15,886160
1977,IDAHO,ID,16,831982
1977,ILLINOIS,IL,17,11291743
1977,INDIANA,IN,18,5365766
1977,IOWA,IA,19,2880847
1977,KANSAS,KS,20,2280578
1977,KENTUCKY,KY,21,3467769
1977,LOUISIANA,LA,22,3886104
1977,MAINE,ME,23,1071995
1977,MARYLAND,MD,24,4139096
1977,MASSACHUSETTS,MA,25,5757756
1977,MICHIGAN,MI,26,9117668
1977,MINNESOTA,MN,27,3932515
1977,MISSISSIPPI,MS,28,2399449
1977,MISSOURI,MO,29,4808308
1977,MONTANA,MT,30,748208
1977,NEBRASKA,NE,31,1543117
1977,NEVADA,NV,32,619972
1977,NEW HAMPSHIRE,NH,33,828555
1977,NEW JERSEY,NJ,34,7337765
1977,NEW MEXICO,NM,35,1159944
1977,NEW YORK,NY,36,18003485
1977,NORTH CAROLINA,NC,37,5547188
1977,NORTH DAKOTA,ND,38,638886
1977,OHIO,OH,39,10770425
1977,OKLAHOMA,OK,40,2774683
1977,OREGON,OR,41,2329661
1977,PENNSYLVANIA,PA,42,11906095
1977,RHODE ISLAND,RI,44,942788
1977,SOUTH CAROLINA,SC,45,2902028
1977,SOUTH DAKOTA,SD,46,681042
1977,TENNESSEE,TN,47,4275566
1977,TEXAS,TX,48,12568843
1977,UTAH,UT,49,1236030
1977,VERMONT,VT,50,479713
1977,VIRGINIA,VA,51,5047395
1977,WASHINGTON,WA,53,3621339
1977,WEST VIRGINIA,WV,54,1842250
1977,WISCONSIN,WI,55,4578986
1977,WYOMING,WY,56,381695
1976,ALABAMA,AL,1,3678814
1976,ALASKA,AK,2,376170
1976,ARIZONA,AZ,4,2284847
1976,ARKANSAS,AR,5,2159526
1976,CALIFORNIA,CA,6,21537849
1976,COLORADO,CO,8,2586192
1976,CONNECTICUT,CT,9,3082500
1976,DELAWARE,DE,10,586589
1976,FLORIDA,FL,12,8518422
1976,GEORGIA,GA,13,5064075
1976,HAWAII,HI,15,886160
1976,IDAHO,ID,16,831982
1976,ILLINOIS,IL,17,11291743
1976,INDIANA,IN,18,5365766
1976,IOWA,IA,19,2880847
1976,KANSAS,KS,20,2280578
1976,KENTUCKY,KY,21,3467769
1976,LOUISIANA,LA,22,3886104
1976,MAINE,ME,23,1071995
1976,MARYLAND,MD,24,4139096
1976,MASSACHUSETTS,MA,25,5757756
1976,MICHIGAN,MI,26,9117668
1976,MINNESOTA,MN,27,3932515
1976,MISSISSIPPI,MS,28,2399449
1976,MISSOURI,MO,29,4808308
1976,MONTANA,MT,30,748208
1976,NEBRASKA,NE,31,1543117
1976,NEVADA,NV,32,619972
1976,NEW HAMPSHIRE,NH,33,828555
1976,NEW JERSEY,NJ,34,7337765
1976,NEW MEXICO,NM,35,1159944
1976,NEW YORK,NY,36,18003485
1976,NORTH CAROLINA,NC,37,5547188
1976,NORTH DAKOTA,ND,38,638886
1976,OHIO,OH,39,10770425
1976,OKLAHOMA,OK,40,2774683
1976,OREGON,OR,41,2329661
1976,PENNSYLVANIA,PA,42,11906095
1976,RHODE ISLAND,RI,44,942788
1976,SOUTH CAROLINA,SC,45,2902028
1976,SOUTH DAKOTA,SD,46,681042
1976,TENNESSEE,TN,47,4275566
1976,TEXAS,TX,48,12568843
1976,UTAH,UT,49,1236030
1976,VERMONT,VT,50,479713
1976,VIRGINIA,VA,51,5047395
1976,WASHINGTON,WA,53,3621339
1976,WEST VIRGINIA,WV,54,1842250
1976,WISCONSIN,WI,55,4578986
1976,WYOMING,WY,56,381695
1975,ALABAMA,AL,1,3678814
1975,ALASKA,AK,2,376170
1975,ARIZONA,AZ,4,2284847
1975,ARKANSAS,AR,5,2159526
1975,CALIFORNIA,CA,6,21537849
1975,COLORADO,CO,8,2586192
1975,CONNECTICUT,CT,9,3082500
1975,DELAWARE,DE,10,586589
1975,FLORIDA,FL,12,8518422
1975,GEORGIA,GA,13,5064075
1975,HAWAII,HI,15,886160
1975,IDAHO,ID,16,831982
1975,ILLINOIS,IL,17,11291743
1975,INDIANA,IN,18,5365766
1975,IOWA,IA,19,2880847
1975,KANSAS,KS,20,2280578
1975,KENTUCKY,KY,21,3467769
1975,LOUISIANA,LA,22,3886104
1975,MAINE,ME,23,1071995
1975,MARYLAND,MD,24,4139096
1975,MASSACHUSETTS,MA,25,5757756
1975,MICHIGAN,MI,26,9117668
1975,MINNESOTA,MN,27,3932515
1975,MISSISSIPPI,MS,28,2399449
1975,MISSOURI,MO,29,4808308
1975,MONTANA,MT,30,748208
1975,NEBRASKA,NE,31,1543117
1975,NEVADA,NV,32,619972
1975,NEW HAMPSHIRE,NH,33,828555
1975,NEW JERSEY,NJ,34,7337765
1975,NEW MEXICO,NM,35,1159944
1975,NEW YORK,NY,36,18003485
1975,NORTH CAROLINA,NC,37,5547188
1975,NORTH DAKOTA,ND,38,638886
1975,OHIO,OH,39,10770425
1975,OKLAHOMA,OK,40,2774683
1975,OREGON,OR,41,2329661
1975,PENNSYLVANIA,PA,42,11906095
1975,RHODE ISLAND,RI,44,942788
1975,SOUTH CAROLINA,SC,45,2902028
1975,SOUTH DAKOTA,SD,46,681042
1975,TENNESSEE,TN,47,4275566
1975,TEXAS,TX,48,12568843
1975,UTAH,UT,49,1236030
1975,VERMONT,VT,50,479713
1975,VIRGINIA,VA,51,5047395
1975,WASHINGTON,WA,53,3621339
1975,WEST VIRGINIA,WV,54,1842250
1975,WISCONSIN,WI,55,4578986
1975,WYOMING,WY,56,381695
