Year,Name,Code,State,Population
2000,COLORADO,CO,8,4301261
2000,CONNECTICUT,CT,9,3405565
2000,DELAWARE,DE,10,783600
2000,FLORIDA,FL,12,15982378
2000,GEORGIA,GA,13,8186453
2000,HAWAII,HI,15,1211537
2000,IDAHO,ID,16,1293953
2000,ILLINOIS,IL,17,12419293
2000,INDIANA,IN,18,6080485
2000,IOWA,IA,19,2926324
2000,KANSAS,KS,20,2688418
2000,KENTUCKY,KY,21,4041769
2000,LOUISIANA,LA,22,4468976
2000,MAINE,ME,23,1274923
2000,MARYLAND,MD,24,5296486
2000,MASSACHUSETTS,MA,25,6349097
2000,MICHIGAN,MI,26,9938444
2000,MINNESOTA,MN,27,4919479
2000,MISSISSIPPI,MS,28,2844658
2000,MISSOURI,MO,29,5595211
2000,MONTANA,MT,30,902195
2000,NEBRASKA,NE,31,1711263
2000,NEVADA,NV,32,1998257
2000,NEW HAMPSHIRE,NH,33,1235786
2000,NEW JERSEY,NJ,34,8414350
2000,NEW MEXICO,NM,35,1819046
2000,NEW YORK,NY,36,18976457
2000,NORTH CAROLINA,NC,37,8049313
2000,NORTH DAKOTA,ND,38,642200
2000,OHIO,OH,39,11353140
2000,OKLAHOMA,OK,40,3450654
2000,OREGON,OR,41,3421399
2000,PENNSYLVANIA,PA,42,12281054
2000,RHODE ISLAND,RI,44,1048319
2000,SOUTH CAROLINA,SC,45,4012012
2000,SOUTH DAKOTA,SD,46,754844
2000,TENNESSEE,TN,47,5689283
2000,TEXAS,TX,48,20851820
2000,UTAH,UT,49,2233169
2000,VERMONT,VT,50,608827
2000,VIRGINIA,VA,51,7078515
2000,WASHINGTON,WA,53,5894121
2000,WEST VIRGINIA,WV,54,1808344
2000,WISCONSIN,WI,55,5363675
2000,WYOMING,WY,56,493782
1999,ALABAMA,AL,1,4351037
1999,ALASKA,AK,2,615205
1999,ARIZONA,AZ,4,4667277
1999,ARKANSAS,AR,5,2538202
1999,CALIFORNIA,CA,6,32682794
1999,COLORADO,CO,8,3968967
1999,CONNECTICUT,CT,9,3272563
1999,DELAWARE,DE,10,744066
1999,FLORIDA,FL,12,14908230
1999,GEORGIA,GA,13,7636522
1999,HAWAII,HI,15,1190472
1999,IDAHO,ID,16,1230923
1999,ILLINOIS,IL,17,12069774
1999,INDIANA,IN,18,5907617
1999,IOWA,IA,19,2861025
1999,KANSAS,KS,20,2638667
1999,KENTUCKY,KY,21,3934310
1999,LOUISIANA,LA,22,4362758
1999,MAINE,ME,23,1247554
1999,MARYLAND,MD,24,5130072
1999,MASSACHUSETTS,MA,25,6144407
1999,MICHIGAN,MI,26,9820231
1999,MINNESOTA,MN,27,4726411
1999,MISSISSIPPI,MS,28,2751335
1999,MISSOURI,MO,29,5437562
1999,MONTANA,MT,30,879533
1999,NEBRASKA,NE,31,1660772
1999,NEVADA,NV,32,1743772
1999,NEW HAMPSHIRE,NH,33,1185823
1999,NEW JERSEY,NJ,34,8095542
1999,NEW MEXICO,NM,35,1733535
1999,NEW YORK,NY,36,18159175
1999,NORTH CAROLINA,NC,37,7545828
1999,NORTH DAKOTA,ND,38,637808
1999,OHIO,OH,39,11237752
1999,OKLAHOMA,OK,40,3339478
1999,OREGON,OR,41,3282055
1999,PENNSYLVANIA,PA,42,12002329
1999,RHODE ISLAND,RI,44,987704
1999,SOUTH CAROLINA,SC,45,3839578
1999,SOUTH DAKOTA,SD,46,730789
1999,TENNESSEE,TN,47,5432679
1999,TEXAS,TX,48,19712389
1999,UTAH,UT,49,2100562
1999,VERMONT,VT,50,590579
1999,VIRGINIA,VA,51,6789225
1999,WASHINGTON,WA,53,5687832
1999,WEST VIRGINIA,WV,54,1811688
1999,WISCONSIN,WI,55,5222124
1999,WYOMING,WY,56,480045
1998,ALABAMA,AL,1,4290403
1998,ALASKA,AK,2,604918
1998,ARIZONA,AZ,4,4432308
1998,ARKANSAS,AR,5,2504858
1998,CALIFORNIA,CA,6,31780829
1998,COLORADO,CO,8,3812716
1998,CONNECTICUT,CT,9,3267030
1998,DELAWARE,DE,10,727090
1998,FLORIDA,FL,12,14426911
1998,GEORGIA,GA,13,7332225
1998,HAWAII,HI,15,1184434
1998,IDAHO,ID,16,1187706
1998,ILLINOIS,IL,17,11953003
1998,INDIANA,IN,18,5834908
1998,IOWA,IA,19,2848473
1998,KANSAS,KS,20,2598266
1998,KENTUCKY,KY,21,3881051
1998,LOUISIANA,LA,22,4338763
1998,MAINE,ME,23,1241436
1998,MARYLAND,MD,24,5057142
1998,MASSACHUSETTS,MA,25,6085393
1998,MICHIGAN,MI,26,9739184
1998,MINNESOTA,MN,27,4647723
1998,MISSISSIPPI,MS,28,2709925
1998,MISSOURI,MO,29,5367888
1998,MONTANA,MT,30,876656
1998,NEBRASKA,NE,31,1647657
1998,NEVADA,NV,32,1596476
1998,NEW HAMPSHIRE,NH,33,1160768
1998,NEW JERSEY,NJ,34,8009624
1998,NEW MEXICO,NM,35,1706151
1998,NEW YORK,NY,36,18143805
1998,NORTH CAROLINA,NC,37,7307658
1998,NORTH DAKOTA,ND,38,642858
1998,OHIO,OH,39,11187032
1998,OKLAHOMA,OK,40,3289634
1998,OREGON,OR,41,3195087
1998,PENNSYLVANIA,PA,42,12038008
1998,RHODE ISLAND,RI,44,987858
1998,SOUTH CAROLINA,SC,45,3738974
1998,SOUTH DAKOTA,SD,46,730699
1998,TENNESSEE,TN,47,5313576
1998,TEXAS,TX,48,19006240
1998,UTAH,UT,49,2022253
1998,VERMONT,VT,50,586352
1998,VIRGINIA,VA,51,6665491
1998,WASHINGTON,WA,53,5509963
1998,WEST VIRGINIA,WV,54,1818983
1998,WISCONSIN,WI,55,5173828
1998,WYOMING,WY,56,480085
1997,ALABAMA,AL,1,4290403
1997,ALASKA,AK,2,604918
1997,ARIZONA,AZ,4,4432308
1997,ARKANSAS,AR,5,2504858
1997,CALIFORNIA,CA,6,31780829
1997,COLORADO,CO,8,3812716
1997,CONNECTICUT,CT,9,3267030
1997,DELAWARE,DE,10,727090
1997,FLORIDA,FL,12,14426911
1997,GEORGIA,GA,13,7332225
1997,HAWAII,HI,15,1184434
1997,IDAHO,ID,16,1187706
1997,ILLINOIS,IL,17,11953003
1997,INDIANA,IN,18,5834908
1997,IOWA,IA,19,2848473
1997,KANSAS,KS,20,2598266
1997,KENTUCKY,KY,21,3881051
1997,LOUISIANA,LA,22,4338763
1997,MAINE,ME,23,1241436
1997,MARYLAND,MD,24,5057142
1997,MASSACHUSETTS,MA,25,6085393
1997,MICHIGAN,MI,26,9739184
1997,MINNESOTA,MN,27,4647723
1997,MISSISSIPPI,MS,28,2709925
1997,MISSOURI,MO,29,5367888
1997,MONTANA,MT,30,876656
1997,NEBRASKA,NE,31,1647657
1997,NEVADA,NV,32,1596476
1997,NEW HAMPSHIRE,NH,33,1160768
1997,NEW JERSEY,NJ,34,8009624
1997,NEW MEXICO,NM,35,1706151
1997,NEW YORK,NY,36,18143805
1997,NORTH CAROLINA,NC,37,7307658
1997,NORTH DAKOTA,ND,38,642858
1997,OHIO,OH,39,11187032
1997,OKLAHOMA,OK,40,3289634
1997,OREGON,OR,41,3195087
1997,PENNSYLVANIA,PA,42,12038008
1997,RHODE ISLAND,RI,44,987858
1997,SOUTH CAROLINA,SC,45,3738974
1997,SOUTH DAKOTA,SD,46,730699
1997,TENNESSEE,TN,47,5313576
1997,TEXAS,TX,48,19006240
1997,UTAH,UT,49,2022253
1997,VERMONT,VT,50,586352
1997,VIRGINIA,VA,51,6665491
1997,WASHINGTON,WA,53,5509963
1997,WEST VIRGINIA,WV,54,1818983
1997,WISCONSIN,WI,55,5173828
1997,WYOMING,WY,56,480085
1996,ALABAMA,AL,1,4290403
1996,ALASKA,AK,2,604918
1996,ARIZONA,AZ,4,4432308
1996,ARKANSAS,AR,5,2504858
1996,CALIFORNIA,CA,6,31780829
1996,COLORADO,CO,8,3812716
1996,CONNECTICUT,CT,9,3267030
1996,DELAWARE,DE,10,727090
1996,FLORIDA,FL,12,14426911
1996,GEORGIA,GA,13,7332225
1996,HAWAII,HI,15,1184434
1996,IDAHO,ID,16,1187706
1996,ILLINOIS,IL,17,11953003
1996,INDIANA,IN,18,5834908
1996,IOWA,IA,19,2848473
1996,KANSAS,KS,20,2598266
1996,KENTUCKY,KY,21,3881051
1996,LOUISIANA,LA,22,4338763
1996,MAINE,ME,23,1241436
1996,MARYLAND,MD,24,5057142
1996,MASSACHUSETTS,MA,25,6085393
1996,MICHIGAN,MI,26,9739184
1996,MINNESOTA,MN,27,4647723
1996,MISSISSIPPI,MS,28,2709925
1996,MISSOURI,MO,29,5367888
1996,MONTANA,MT,30,876656
1996,NEBRASKA,NE,31,1647657
1996,NEVADA,NV,32,1596476
1996,NEW HAMPSHIRE,NH,33,1160768
1996,NEW JERSEY,NJ,34,8009624
1996,NEW MEXICO,NM,35,1706151
1996,NEW YORK,NY,36,18143805
1996,NORTH CAROLINA,NC,37,7307658
1996,NORTH DAKOTA,ND,38,642858
1996,OHIO,OH,39,11187032
1996,OKLAHOMA,OK,40,3289634
1996,OREGON,OR,41,3195087
1996,PENNSYLVANIA,PA,42,12038008
1996,RHODE ISLAND,RI,44,987858
1996,SOUTH CAROLINA,SC,45,3738974
1996,SOUTH DAKOTA,SD,46,730699
1996,TENNESSEE,TN,47,5313576
1996,TEXAS,TX,48,19006240
1996,UTAH,UT,49,2022253
1996,VERMONT,VT,50,586352
1996,VIRGINIA,VA,51,6665491
1996,WASHINGTON,WA,53,5509963
1996,WEST VIRGINIA,WV,54,1818983
1996,WISCONSIN,WI,55,5173828
1996,WYOMING,WY,56,480085
1995,ALABAMA,AL,1,4232965
1995,ALASKA,AK,2,600624
1995,ARIZONA,AZ,4,4147561
1995,ARKANSAS,AR,5,2450605
1995,CALIFORNIA,CA,6,31317179
1995,COLORADO,CO,8,3653910
1995,CONNECTICUT,CT,9,3268346
1995,DELAWARE,DE,10,708416
1995,FLORIDA,FL,12,13961798
1995,GEORGIA,GA,13,7045900
1995,HAWAII,HI,15,1173903
1995,IDAHO,ID,16,1135459
1995,ILLINOIS,IL,17,11804986
1995,INDIANA,IN,18,5745626
1995,IOWA,IA,19,2829422
1995,KANSAS,KS,20,2569118
1995,KENTUCKY,KY,21,3823215
1995,LOUISIANA,LA,22,4306500
1995,MAINE,ME,23,1237687
1995,MARYLAND,MD,24,4985411
1995,MASSACHUSETTS,MA,25,6031352
1995,MICHIGAN,MI,26,9584481
1995,MINNESOTA,MN,27,4566028
1995,MISSISSIPPI,MS,28,2663450
1995,MISSOURI,MO,29,5281206
1995,MONTANA,MT,30,854923
1995,NEBRASKA,NE,31,1621551
1995,NEVADA,NV,32,1456388
1995,NEW HAMPSHIRE,NH,33,1133054
1995,NEW JERSEY,NJ,34,7918796
1995,NEW MEXICO,NM,35,1653329
1995,NEW YORK,NY,36,18156652
1995,NORTH CAROLINA,NC,37,7060959
1995,NORTH DAKOTA,ND,38,639762
1995,OHIO,OH,39,11111451
1995,OKLAHOMA,OK,40,3246119
1995,OREGON,OR,41,3087142
1995,PENNSYLVANIA,PA,42,12042545
1995,RHODE ISLAND,RI,44,993412
1995,SOUTH CAROLINA,SC,45,3666456
1995,SOUTH DAKOTA,SD,46,723038
1995,TENNESSEE,TN,47,5163016
1995,TEXAS,TX,48,18338319
1995,UTAH,UT,49,1930436
1995,VERMONT,VT,50,578900
1995,VIRGINIA,VA,51,6536771
1995,WASHINGTON,WA,53,5334896
1995,WEST VIRGINIA,WV,54,1818490
1995,WISCONSIN,WI,55,5095504
1995,WYOMING,WY,56,474982
1994,ALABAMA,AL,1,4232965
1994,ALASKA,AK,2,600624
1994,ARIZONA,AZ,4,4147561
1994,ARKANSAS,AR,5,2450605
1994,CALIFORNIA,CA,6,31317179
1994,COLORADO,CO,8,3653910
1994,CONNECTICUT,CT,9,3268346
1994,DELAWARE,DE,10,708416
1994,FLORIDA,FL,12,13961798
1994,GEORGIA,GA,13,7045900
1994,HAWAII,HI,15,1173903
1994,IDAHO,ID,16,1135459
1994,ILLINOIS,IL,17,11804986
1994,INDIANA,IN,18,5745626
1994,IOWA,IA,19,2829422
1994,KANSAS,KS,20,2569118
1994,KENTUCKY,KY,21,3823215
1994,LOUISIANA,LA,22,4306500
1994,MAINE,ME,23,1237687
1994,MARYLAND,MD,24,4985411
1994,MASSACHUSETTS,MA,25,6031352
1994,MICHIGAN,MI,26,9584481
1994,MINNESOTA,MN,27,4566028
1994,MISSISSIPPI,MS,28,2663450
1994,MISSOURI,MO,29,5281206
1994,MONTANA,MT,30,854923
1994,NEBRASKA,NE,31,1621551
1994,NEVADA,NV,32,1456388
1994,NEW HAMPSHIRE,NH,33,1133054
1994,NEW JERSEY,NJ,34,7918796
1994,NEW MEXICO,NM,35,1653329
1994,NEW YORK,NY,36,18156652
1994,NORTH CAROLINA,NC,37,7060959
1994,NORTH DAKOTA,ND,38,639762
1994,OHIO,OH,39,11111451
1994,OKLAHOMA,OK,40,3246119
1994,OREGON,OR,41,3087142
1994,PENNSYLVANIA,PA,42,12042545
1994,RHODE ISLAND,RI,44,993412
1994,SOUTH CAROLINA,SC,45,3666456
1994,SOUTH DAKOTA,SD,46,723038
1994,TENNESSEE,TN,47,5163016
1994,TEXAS,TX,48,18338319
1994,UTAH,UT,49,1930436
1994,VERMONT,VT,50,578900
1994,VIRGINIA,VA,51,6536771
1994,WASHINGTON,WA,53,5334896
1994,WEST VIRGINIA,WV,54,1818490
1994,WISCONSIN,WI,55,5095504
1994,WYOMING,WY,56,474982
1993,ALABAMA,AL,1,4040389
1993,ALASKA,AK,2,550043
1993,ARIZONA,AZ,4,3665339
1993,ARKANSAS,AR,5,2350624
1993,CALIFORNIA,CA,6,29811427
1993,COLORADO,CO,8,3294473
1993,CONNECTICUT,CT,9,3287116
1993,DELAWARE,DE,10,666168
1993,FLORIDA,FL,12,12938071
1993,GEORGIA,GA,13,6478149
1993,HAWAII,HI,15,1108229
1993,IDAHO,ID,16,1006734
1993,ILLINOIS,IL,17,11430602
1993,INDIANA,IN,18,5544156
1993,IOWA,IA,19,2776831
1993,KANSAS,KS,20,2477588
1993,KENTUCKY,KY,21,3686892
1993,LOUISIANA,LA,22,4221826
1993,MAINE,ME,23,1227928
1993,MARYLAND,MD,24,4780753
1993,MASSACHUSETTS,MA,25,6016425
1993,MICHIGAN,MI,26,9295287
1993,MINNESOTA,MN,27,4375665
1993,MISSISSIPPI,MS,28,2575475
1993,MISSOURI,MO,29,5116901
1993,MONTANA,MT,30,799065
1993,NEBRASKA,NE,31,1578417
1993,NEVADA,NV,32,1201675
1993,NEW HAMPSHIRE,NH,33,1109252
1993,NEW JERSEY,NJ,34,7747750
1993,NEW MEXICO,NM,35,1515069
1993,NEW YORK,NY,36,17990778
1993,NORTH CAROLINA,NC,37,6632448
1993,NORTH DAKOTA,ND,38,638800
1993,OHIO,OH,39,10847115
1993,OKLAHOMA,OK,40,3145576
1993,OREGON,OR,41,2842337
1993,PENNSYLVANIA,PA,42,11882842
1993,RHODE ISLAND,RI,44,1003464
1993,SOUTH CAROLINA,SC,45,3486310
1993,SOUTH DAKOTA,SD,46,696004
1993,TENNESSEE,TN,47,4877203
1993,TEXAS,TX,48,16986335
1993,UTAH,UT,49,1722850
1993,VERMONT,VT,50,562758
1993,VIRGINIA,VA,51,6189197
1993,WASHINGTON,WA,53,4866669
1993,WEST VIRGINIA,WV,54,1793477
1993,WISCONSIN,WI,55,4891954
1993,WYOMING,WY,56,453589
1992,ALABAMA,AL,1,4040389
1992,ALASKA,AK,2,550043
1992,ARIZONA,AZ,4,3665339
1992,ARKANSAS,AR,5,2350624
1992,CALIFORNIA,CA,6,29811427
1992,COLORADO,CO,8,3294473
1992,CONNECTICUT,CT,9,3287116
1992,DELAWARE,DE,10,666168
1992,FLORIDA,FL,12,12938071
1992,GEORGIA,GA,13,6478149
1992,HAWAII,HI,15,1108229
1992,IDAHO,ID,16,1006734
1992,ILLINOIS,IL,17,11430602
1992,INDIANA,IN,18,5544156
1992,IOWA,IA,19,2776831
1992,KANSAS,KS,20,2477588
1992,KENTUCKY,KY,21,3686892
1992,LOUISIANA,LA,22,4221826
1992,MAINE,ME,23,1227928
1992,MARYLAND,MD,24,4780753
1992,MASSACHUSETTS,MA,25,6016425
1992,MICHIGAN,MI,26,9295287
1992,MINNESOTA,MN,27,4375665
1992,MISSISSIPPI,MS,28,2575475
1992,MISSOURI,MO,29,5116901
1992,MONTANA,MT,30,799065
1992,NEBRASKA,NE,31,1578417
1992,NEVADA,NV,32,1201675
1992,NEW HAMPSHIRE,NH,33,1109252
1992,NEW JERSEY,NJ,34,7747750
1992,NEW MEXICO,NM,35,1515069
1992,NEW YORK,NY,36,17990778
1992,NORTH CAROLINA,NC,37,6632448
1992,NORTH DAKOTA,ND,38,638800
1992,OHIO,OH,39,10847115
1992,OKLAHOMA,OK,40,3145576
1992,OREGON,OR,41,2842337
1992,PENNSYLVANIA,PA,42,11882842
1992,RHODE ISLAND,RI,44,1003464
1992,SOUTH CAROLINA,SC,45,3486310
1992,SOUTH DAKOTA,SD,46,696004
1992,TENNESSEE,TN,47,4877203
1992,TEXAS,TX,48,16986335
1992,UTAH,UT,49,1722850
1992,VERMONT,VT,50,562758
1992,VIRGINIA,VA,51,6189197
1992,WASHINGTON,WA,53,4866669
1992,WEST VIRGINIA,WV,54,1793477
1992,WISCONSIN,WI,55,4891954
1992,WYOMING,WY,56,453589
1991,ALABAMA,AL,1,4040389
1991,ALASKA,AK,2,550043
1991,ARIZONA,AZ,4,3665339
1991,ARKANSAS,AR,5,2350624
1991,CALIFORNIA,CA,6,29811427
1991,COLORADO,CO,8,3294473
1991,CONNECTICUT,CT,9,3287116
1991,DELAWARE,DE,10,666168
1991,FLORIDA,FL,12,12938071
1991,GEORGIA,GA,13,6478149
1991,HAWAII,HI,15,1108229
1991,IDAHO,ID,16,1006734
1991,ILLINOIS,IL,17,11430602
1991,INDIANA,IN,18,5544156
1991,IOWA,IA,19,2776831
1991,KANSAS,KS,20,2477588
1991,KENTUCKY,KY,21,3686892
1991,LOUISIANA,LA,22,4221826
1991,MAINE,ME,23,1227928
1991,MARYLAND,MD,24,4780753
1991,MASSACHUSETTS,MA,25,6016425
1991,MICHIGAN,MI,26,9295287
1991,MINNESOTA,MN,27,4375665
1991,MISSISSIPPI,MS,28,2575475
1991,MISSOURI,MO,29,5116901
1991,MONTANA,MT,30,799065
1991,NEBRASKA,NE,31,1578417
1991,NEVADA,NV,32,1201675
1991,NEW HAMPSHIRE,NH,33,1109252
1991,NEW JERSEY,NJ,34,7747750
1991,NEW MEXICO,NM,35,1515069
1991,NEW YORK,NY,36,17990778
1991,NORTH CAROLINA,NC,37,6632448
1991,NORTH DAKOTA,ND,38,638800
1991,OHIO,OH,39,10847115
1991,OKLAHOMA,OK,40,3145576
1991,OREGON,OR,41,2842337
1991,PENNSYLVANIA,PA,42,11882842
1991,RHODE ISLAND,RI,44,1003464
1991,SOUTH CAROLINA,SC,45,3486310
1991,SOUTH DAKOTA,SD,46,696004
1991,TENNESSEE,TN,47,4877203
1991,TEXAS,TX,48,16986335
1991,UTAH,UT,49,1722850
1991,VERMONT,VT,50,562758
1991,VIRGINIA,VA,51,6189197
1991,WASHINGTON,WA,53,4866669
1991,WEST VIRGINIA,WV,54,1793477
1991,WISCONSIN,WI,55,4891954
1991,WYOMING,WY,56,453589
1990,ALABAMA,AL,1,4023844
1990,ALASKA,AK,2,541983
1990,ARIZONA,AZ,4,3535183
1990,ARKANSAS,AR,5,2342656
1990,CALIFORNIA,CA,6,28464249
1990,COLORADO,CO,8,3262281
1990,CONNECTICUT,CT,9,3271953
1990,DELAWARE,DE,10,647622
1990,FLORIDA,FL,12,12306395
1990,GEORGIA,GA,13,6316142
1990,HAWAII,HI,15,1079828
1990,IDAHO,ID,16,985664
1990,ILLINOIS,IL,17,11390183
1990,INDIANA,IN,18,5491735
1990,IOWA,IA,19,2768388
1990,KANSAS,KS,20,2461996
1990,KENTUCKY,KY,21,3679999
1990,LOUISIANA,LA,22,4288863
1990,MAINE,ME,23,1203840
1990,MARYLAND,MD,24,4657904
1990,MASSACHUSETTS,MA,25,5979982
1990,MICHIGAN,MI,26,9217998
1990,MINNESOTA,MN,27,4296166
1990,MISSISSIPPI,MS,28,2580352
1990,MISSOURI,MO,29,5081736
1990,MONTANA,MT,30,800202
1990,NEBRASKA,NE,31,1571477
1990,NEVADA,NV,32,1075022
1990,NEW HAMPSHIRE,NH,33,1082577
1990,NEW JERSEY,NJ,34,7712333
1990,NEW MEXICO,NM,35,1490337
1990,NEW YORK,NY,36,17941309
1990,NORTH CAROLINA,NC,37,6480594
1990,NORTH DAKOTA,ND,38,655331
1990,OHIO,OH,39,10798552
1990,OKLAHOMA,OK,40,3167057
1990,OREGON,OR,41,2741297
1990,PENNSYLVANIA,PA,42,11845752
1990,RHODE ISLAND,RI,44,996408
1990,SOUTH CAROLINA,SC,45,3412096
1990,SOUTH DAKOTA,SD,46,698165
1990,TENNESSEE,TN,47,4822437
1990,TEXAS,TX,48,16667022
1990,UTAH,UT,49,1689372
1990,VERMONT,VT,50,549763
1990,VIRGINIA,VA,51,6036909
1990,WASHINGTON,WA,53,4639893
1990,WEST VIRGINIA,WV,54,1830215
1990,WISCONSIN,WI,55,4822388
1990,WYOMING,WY,56,465101
1989,ALABAMA,AL,1,4023844
1989,ALASKA,AK,2,541983
1989,ARIZONA,AZ,4,3535183
1989,ARKANSAS,AR,5,2342656
1989,CALIFORNIA,CA,6,28464249
1989,COLORADO,CO,8,3262281
1989,CONNECTICUT,CT,9,3271953
1989,DELAWARE,DE,10,647622
1989,FLORIDA,FL,12,12306395
1989,GEORGIA,GA,13,6316142
1989,HAWAII,HI,15,1079828
1989,IDAHO,ID,16,985664
1989,ILLINOIS,IL,17,11390183
1989,INDIANA,IN,18,5491735
1989,IOWA,IA,19,2768388
1989,KANSAS,KS,20,2461996
1989,KENTUCKY,KY,21,3679999
1989,LOUISIANA,LA,22,4288863
1989,MAINE,ME,23,1203840
1989,MARYLAND,MD,24,4657904
1989,MASSACHUSETTS,MA,25,5979982
1989,MICHIGAN,MI,26,9217998
1989,MINNESOTA,MN,27,4296166
1989,MISSISSIPPI,MS,28,2580352
1989,MISSOURI,MO,29,5081736
1989,MONTANA,MT,30,800202
1989,NEBRASKA,NE,31,1571477
1989,NEVADA,NV,32,1075022
1989,NEW HAMPSHIRE,NH,33,1082577
1989,NEW JERSEY,NJ,34,7712333
1989,NEW MEXICO,NM,35,1490337
1989,NEW YORK,NY,36,17941309
1989,NORTH CAROLINA,NC,37,6480594
1989,NORTH DAKOTA,ND,38,655331
1989,OHIO,OH,39,10798552
1989,OKLAHOMA,OK,40,3167057
1989,OREGON,OR,41,2741297
1989,PENNSYLVANIA,PA,42,11845752
1989,RHODE ISLAND,RI,44,996408
1989,SOUTH CAROLINA,SC,45,3412096
1989,SOUTH DAKOTA,SD,46,698165
1989,TENNESSEE,TN,47,4822437
1989,TEXAS,TX,48,16667022
1989,UTAH,UT,49,1689372
1989,VERMONT,VT,50,549763
1989,VIRGINIA,VA,51,6036909
1989,WASHINGTON,WA,53,4639893
1989,WEST VIRGINIA,WV,54,1830215
1989,WISCONSIN,WI,55,4822388
1989,WYOMING,WY,56,465101
1988,ALABAMA,AL,1,3991569
1988,ALASKA,AK,2,544268
1988,ARIZONA,AZ,4,3308262
1988,ARKANSAS,AR,5,2331984
1988,CALIFORNIA,CA,6,27102237
1988,COLORADO,CO,8,3237450
1988,CONNECTICUT,CT,9,3223740
1988,DELAWARE,DE,10,627559
1988,FLORIDA,FL,12,11667505
1988,GEORGIA,GA,13,6084666
1988,HAWAII,HI,15,1051762
1988,IDAHO,ID,16,990224
1988,ILLINOIS,IL,17,11387257
1988,INDIANA,IN,18,5454108
1988,IOWA,IA,19,2791970
1988,KANSAS,KS,20,2432619
1988,KENTUCKY,KY,21,3687809
1988,LOUISIANA,LA,22,4406919
1988,MAINE,ME,23,1170126
1988,MARYLAND,MD,24,4486957
1988,MASSACHUSETTS,MA,25,5902678
1988,MICHIGAN,MI,26,9127775
1988,MINNESOTA,MN,27,4205212
1988,MISSISSIPPI,MS,28,2593597
1988,MISSOURI,MO,29,5023068
1988,MONTANA,MT,30,813739
1988,NEBRASKA,NE,31,1574333
1988,NEVADA,NV,32,980613
1988,NEW HAMPSHIRE,NH,33,1025053
1988,NEW JERSEY,NJ,34,7622159
1988,NEW MEXICO,NM,35,1462729
1988,NEW YORK,NY,36,17833419
1988,NORTH CAROLINA,NC,37,6321578
1988,NORTH DAKOTA,ND,38,669512
1988,OHIO,OH,39,10730268
1988,OKLAHOMA,OK,40,3252735
1988,OREGON,OR,41,2683528
1988,PENNSYLVANIA,PA,42,11782752
1988,RHODE ISLAND,RI,44,977341
1988,SOUTH CAROLINA,SC,45,3342758
1988,SOUTH DAKOTA,SD,46,696034
1988,TENNESSEE,TN,47,4738708
1988,TEXAS,TX,48,16561113
1988,UTAH,UT,49,1662834
1988,VERMONT,VT,50,534066
1988,VIRGINIA,VA,51,5811700
1988,WASHINGTON,WA,53,4452720
1988,WEST VIRGINIA,WV,54,1882350
1988,WISCONSIN,WI,55,4755618
1988,WYOMING,WY,56,495633
1987,ALABAMA,AL,1,3991569
1987,ALASKA,AK,2,544268
1987,ARIZONA,AZ,4,3308262
1987,ARKANSAS,AR,5,2331984
1987,CALIFORNIA,CA,6,27102237
1987,COLORADO,CO,8,3237450
1987,CONNECTICUT,CT,9,3223740
1987,DELAWARE,DE,10,627559
1987,FLORIDA,FL,12,11667505
1987,GEORGIA,GA,13,6084666
1987,HAWAII,HI,15,1051762
1987,IDAHO,ID,16,990224
1987,ILLINOIS,IL,17,11387257
1987,INDIANA,IN,18,5454108
1987,IOWA,IA,19,2791970
1987,KANSAS,KS,20,2432619
1987,KENTUCKY,KY,21,3687809
1987,LOUISIANA,LA,22,4406919
1987,MAINE,ME,23,1170126
1987,MARYLAND,MD,24,4486957
1987,MASSACHUSETTS,MA,25,5902678
1987,MICHIGAN,MI,26,9127775
1987,MINNESOTA,MN,27,4205212
1987,MISSISSIPPI,MS,28,2593597
1987,MISSOURI,MO,29,5023068
1987,MONTANA,MT,30,813739
1987,NEBRASKA,NE,31,1574333
1987,NEVADA,NV,32,980613
1987,NEW HAMPSHIRE,NH,33,1025053
1987,NEW JERSEY,NJ,34,7622159
1987,NEW MEXICO,NM,35,1462729
1987,NEW YORK,NY,36,17833419
1987,NORTH CAROLINA,NC,37,6321578
1987,NORTH DAKOTA,ND,38,669512
1987,OHIO,OH,39,10730268
1987,OKLAHOMA,OK,40,3252735
1987,OREGON,OR,41,2683528
1987,PENNSYLVANIA,PA,42,11782752
1987,RHODE ISLAND,RI,44,977341
1987,SOUTH CAROLINA,SC,45,3342758
1987,SOUTH DAKOTA,SD,46,696034
1987,TENNESSEE,TN,47,4738708
1987,TEXAS,TX,48,16561113
1987,UTAH,UT,49,1662834
1987,VERMONT,VT,50,534066
1987,VIRGINIA,VA,51,5811700
1987,WASHINGTON,WA,53,4452720
1987,WEST VIRGINIA,WV,54,1882350
1987,WISCONSIN,WI,55,4755618
1987,WYOMING,WY,56,495633
1986,ALABAMA,AL,1,3991569
1986,ALASKA,AK,2,544268
1986,ARIZONA,AZ,4,3308262
1986,ARKANSAS,AR,5,2331984
1986,CALIFORNIA,CA,6,27102237
1986,COLORADO,CO,8,3237450
1986,CONNECTICUT,CT,9,3223740
1986,DELAWARE,DE,10,627559
1986,FLORIDA,FL,12,11667505
1986,GEORGIA,GA,13,6084666
1986,HAWAII,HI,15,1051762
1986,IDAHO,ID,16,990224
1986,ILLINOIS,IL,17,11387257
1986,INDIANA,IN,18,5454108
